Country,Region,Income_Group,Year,GDP_Per_Capita,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Life_Expectancy,Education_Spend_PCT_GDP,Health_Spend_PCT_GDP,Exports_PCT_GDP,CO2_Emissions_Per_Capita,Internet_Users_PCT,Population
Italy,Europe,High income,2023,54346.29,2.47,3.43,4.66,86.0,5.33,7.28,25.31,7.54,100.0,1374871450.0
Poland,Europe,Upper middle income,2000,15000.0,4.47,4.3,8.33,76.4,3.21,5.5,7.44,5.91,46.14,16110845.0
Poland,Europe,Upper middle income,2001,15365.69,2.44,7.56,4.76,72.3,2.43,5.51,31.76,1.76,43.1,638302272.0
Poland,Europe,Upper middle income,2002,16583.51,5.15,3.79,8.98,71.5,4.6,7.1,12.91,3.87,57.24,315037678.0
Poland,Europe,Upper middle income,2003,18813.85,7.84,5.07,6.15,71.0,4.72,1.1,39.3,7.0,61.61,1214912472.0
Poland,Europe,Upper middle income,2004,17011.25,3.2,5.94,10.83,70.0,5.98,6.14,29.17,3.03,66.71,475053115.0
Poland,Europe,Upper middle income,2005,16717.08,2.19,5.8,7.09,76.0,3.27,6.03,18.67,7.39,80.37,495291621.0
Poland,Europe,Upper middle income,2006,26957.82,10.26,5.1,10.79,72.4,2.63,4.54,35.48,3.32,58.0,1342682074.0
Poland,Europe,Upper middle income,2007,21796.81,5.48,7.7,7.01,75.1,4.96,6.72,18.76,7.07,60.29,183412206.0
Poland,Europe,Upper middle income,2008,18653.98,2.76,5.97,3.51,71.1,3.68,5.32,35.1,4.11,58.18,1087059720.0
Poland,Europe,Upper middle income,2009,12965.15,-1.61,11.43,9.28,72.4,4.32,5.78,33.42,6.88,70.37,980578742.0
Poland,Europe,Upper middle income,2010,20549.71,3.2,3.28,5.63,73.5,4.06,7.89,25.81,7.36,65.65,509067775.0
Poland,Europe,Upper middle income,2011,21258.43,3.22,6.09,3.62,73.8,4.47,5.46,32.89,7.33,70.69,660179670.0
Poland,Europe,Upper middle income,2012,21378.88,3.0,7.42,8.86,74.2,1.65,5.03,37.3,6.05,77.46,992365648.0
Poland,Europe,Upper middle income,2013,14414.81,-0.31,6.5,6.42,75.0,4.13,3.87,21.91,3.27,74.64,1357352369.0
Poland,Europe,Upper middle income,2014,11900.98,-1.64,6.86,7.35,72.9,2.38,5.94,22.34,6.11,94.64,140774514.0
Poland,Europe,Upper middle income,2015,12226.76,-1.35,5.64,8.25,73.9,3.27,5.51,50.05,4.37,78.89,398714584.0
Poland,Europe,Upper middle income,2016,23733.85,2.91,8.1,4.86,75.1,3.62,3.86,50.86,5.84,85.13,852457276.0
Poland,Europe,Upper middle income,2017,46224.71,6.84,4.52,2.01,76.8,3.71,3.3,30.76,9.93,79.41,385234218.0
Poland,Europe,Upper middle income,2018,40923.69,5.73,9.17,5.42,76.1,3.72,6.79,35.22,5.42,78.6,292840005.0
Poland,Europe,Upper middle income,2019,48771.14,6.4,5.29,9.93,74.9,3.81,3.09,35.87,2.73,70.75,952381886.0
Poland,Europe,Upper middle income,2020,19319.02,1.27,4.77,13.23,73.5,5.14,5.28,27.52,1.06,62.97,1248091363.0
Poland,Europe,Upper middle income,2021,67811.91,7.45,5.48,6.51,78.8,4.9,4.34,12.61,7.39,94.89,627656115.0
Poland,Europe,Upper middle income,2022,36855.62,4.17,10.25,11.61,72.5,4.8,7.5,21.75,6.72,78.18,53377264.0
Poland,Europe,Upper middle income,2023,25210.84,2.28,8.29,9.55,77.6,4.35,6.64,24.42,6.24,87.45,978270444.0
Russia,Europe,Upper middle income,2000,11000.0,5.06,2.79,4.75,72.2,2.31,6.25,33.72,5.65,43.79,718006957.0
Russia,Europe,Upper middle income,2001,11819.54,7.45,6.45,7.17,73.3,3.64,5.34,30.56,4.68,63.26,1334246138.0
Russia,Europe,Upper middle income,2002,11877.84,3.91,7.81,11.69,69.5,3.9,3.23,40.92,3.82,43.57,1293845055.0
Russia,Europe,Upper middle income,2003,12951.75,5.6,6.78,9.89,73.4,4.22,3.68,39.16,2.19,42.44,233990109.0
Russia,Europe,Upper middle income,2004,14294.81,6.77,7.13,8.29,72.9,4.52,3.8,21.9,5.38,63.78,47247508.0
Russia,Europe,Upper middle income,2005,13906.21,4.8,6.24,2.8,69.3,4.24,4.65,32.27,4.86,60.95,743787637.0
Russia,Europe,Upper middle income,2006,11050.6,0.08,4.73,7.41,72.4,5.48,2.78,17.49,8.04,65.31,630820912.0
Russia,Europe,Upper middle income,2007,16773.0,6.21,6.84,7.27,72.3,1.96,6.71,14.42,6.09,73.21,1385071935.0
Russia,Europe,Upper middle income,2008,16942.72,5.55,7.25,5.69,75.7,3.5,5.44,26.63,7.92,76.71,898447188.0
Russia,Europe,Upper middle income,2009,9833.22,-1.24,11.71,3.45,76.6,4.18,7.4,21.05,3.94,56.35,888102084.0
Russia,Europe,Upper middle income,2010,14987.66,3.14,8.28,9.31,73.2,3.27,6.43,36.84,2.67,57.96,434246908.0
Russia,Europe,Upper middle income,2011,17970.39,4.56,6.6,8.27,72.9,6.03,6.35,21.19,1.82,84.69,582217572.0
Russia,Europe,Upper middle income,2012,15170.08,2.71,7.8,9.51,76.2,3.18,3.27,29.97,6.27,77.0,86821575.0
Russia,Europe,Upper middle income,2013,9608.26,-1.04,5.86,4.07,74.3,4.09,5.54,26.58,9.27,86.12,1367770991.0
Russia,Europe,Upper middle income,2014,17398.37,3.33,6.16,7.97,74.6,4.38,7.01,27.65,3.7,84.84,850869194.0
Russia,Europe,Upper middle income,2015,12004.91,0.58,5.2,6.05,72.4,4.31,6.1,19.87,4.72,56.96,1317625899.0
Russia,Europe,Upper middle income,2016,16677.35,2.64,3.3,9.84,75.6,3.29,6.08,24.3,4.43,83.35,925752256.0
Russia,Europe,Upper middle income,2017,15782.44,2.15,5.16,3.88,73.0,5.85,3.92,24.03,7.83,75.23,1281289284.0
Russia,Europe,Upper middle income,2018,10984.09,-0.01,2.37,7.59,75.0,3.57,2.51,29.71,7.54,84.78,261851425.0
Russia,Europe,Upper middle income,2019,15674.33,1.88,12.3,9.21,74.6,5.05,3.6,17.36,4.85,84.38,596503051.0
Russia,Europe,Upper middle income,2020,14573.12,1.42,4.7,5.69,74.3,4.98,4.42,42.38,5.86,88.39,35313797.0
Russia,Europe,Upper middle income,2021,52016.88,7.68,7.65,6.49,73.3,3.06,6.32,9.56,8.35,81.94,1252927444.0
Russia,Europe,Upper middle income,2022,14794.52,1.36,11.25,6.77,75.7,3.02,5.24,20.76,3.47,95.34,1143535019.0
Russia,Europe,Upper middle income,2023,11400.82,0.16,4.41,8.75,74.0,2.05,6.05,41.46,6.12,70.63,1023124285.0
Ukraine,Europe,Lower middle income,2000,3700.0,2.24,7.75,7.76,66.3,1.65,2.55,14.96,1.75,21.34,151870413.0
Ukraine,Europe,Lower middle income,2001,3923.12,6.03,1.72,11.59,66.1,4.35,1.0,18.45,1.76,32.22,810912002.0
Ukraine,Europe,Lower middle income,2002,4084.22,5.06,8.69,8.02,65.0,2.8,3.28,28.33,2.62,30.38,438062512.0
Ukraine,Europe,Lower middle income,2003,3911.22,1.87,8.57,9.49,62.2,1.45,2.4,13.75,0.83,38.56,1332269186.0
Ukraine,Europe,Lower middle income,2004,4719.0,6.27,7.54,11.33,62.5,2.64,3.44,30.34,4.49,27.09,1061958818.0
Ukraine,Europe,Lower middle income,2005,5942.23,9.94,5.33,8.66,64.6,4.6,4.1,18.63,3.12,31.2,630448920.0
Ukraine,Europe,Lower middle income,2006,4908.68,4.82,11.33,8.64,64.7,4.52,2.33,41.01,3.28,32.45,62631173.0
Ukraine,Europe,Lower middle income,2007,3715.6,0.06,7.74,9.95,67.0,1.98,4.94,30.04,3.17,27.7,963333638.0
Ukraine,Europe,Lower middle income,2008,6355.42,7.0,6.12,9.69,63.9,2.8,4.47,28.05,3.8,40.42,708623669.0
Ukraine,Europe,Lower middle income,2009,3570.53,-0.39,8.11,9.5,64.9,2.86,2.73,16.28,2.44,36.36,526300275.0
Ukraine,Europe,Lower middle income,2010,6667.44,6.07,11.22,7.93,68.3,3.05,4.04,20.63,3.64,42.95,11359628.0
Ukraine,Europe,Lower middle income,2011,5379.92,3.46,5.23,9.78,67.0,3.05,5.0,23.51,0.1,76.94,1302627679.0
Ukraine,Europe,Lower middle income,2012,7572.6,6.15,8.59,10.81,63.1,2.7,1.0,37.78,1.38,41.07,25277371.0
Ukraine,Europe,Lower middle income,2013,10295.67,8.19,7.56,10.49,66.4,3.07,3.26,24.65,1.16,35.56,430356355.0
Ukraine,Europe,Lower middle income,2014,7276.46,4.95,7.77,7.04,69.4,2.9,3.06,29.01,0.1,50.56,82497947.0
Ukraine,Europe,Lower middle income,2015,7057.21,4.4,11.5,8.85,68.1,1.81,1.61,36.32,2.23,59.13,545077652.0
Ukraine,Europe,Lower middle income,2016,21616.45,11.66,11.09,9.33,65.1,1.93,1.0,23.93,4.71,47.58,582277158.0
Ukraine,Europe,Lower middle income,2017,10633.91,6.41,8.47,12.91,66.2,3.07,1.0,18.28,2.18,57.94,477612515.0
Ukraine,Europe,Lower middle income,2018,17888.83,9.15,8.31,7.47,65.2,3.11,2.25,21.59,3.54,59.33,526220405.0
Ukraine,Europe,Lower middle income,2019,21241.93,9.63,8.87,8.51,68.7,3.84,3.18,17.71,0.62,56.41,1173753780.0
Ukraine,Europe,Lower middle income,2020,14436.93,7.04,9.08,15.12,67.4,3.01,4.37,41.13,2.96,54.17,631147483.0
Ukraine,Europe,Lower middle income,2021,54164.63,13.63,8.66,4.56,68.3,3.66,4.25,30.98,3.42,72.56,790955487.0
Ukraine,Europe,Lower middle income,2022,13990.92,6.23,12.55,6.95,67.2,2.81,4.58,18.89,3.09,57.98,140769445.0
Ukraine,Europe,Lower middle income,2023,11286.47,4.97,6.35,11.87,66.8,2.88,4.41,17.88,2.32,49.77,1284437481.0
Romania,Europe,Upper middle income,2000,12000.0,6.49,7.15,6.41,71.1,4.31,5.86,38.98,7.38,49.59,1098325938.0
Romania,Europe,Upper middle income,2001,12449.4,3.74,5.39,10.99,71.6,4.71,6.05,21.13,5.15,70.9,183463268.0
Romania,Europe,Upper middle income,2002,13376.07,5.58,3.7,9.21,71.5,5.26,4.2,14.73,4.08,57.05,1265031246.0
Romania,Europe,Upper middle income,2003,13123.73,3.03,4.53,5.69,71.1,5.07,5.24,13.85,4.5,58.19,70366519.0
Romania,Europe,Upper middle income,2004,13918.28,3.78,9.22,5.12,69.0,4.62,5.52,14.92,1.94,76.37,674638923.0
Romania,Europe,Upper middle income,2005,17255.84,7.54,6.34,6.93,72.2,5.27,3.59,34.26,4.45,55.0,564460434.0
Romania,Europe,Upper middle income,2006,17639.7,6.63,2.31,7.49,74.7,2.55,3.61,37.13,6.07,57.83,804191397.0
Romania,Europe,Upper middle income,2007,19276.47,7.01,7.02,8.8,72.2,3.45,3.95,14.68,6.33,88.32,305968141.0
Romania,Europe,Upper middle income,2008,14933.12,2.77,6.75,3.46,73.2,3.95,5.98,25.69,4.73,78.77,391792322.0
Romania,Europe,Upper middle income,2009,10685.17,-1.28,10.94,7.76,73.1,4.25,4.34,5.0,3.04,68.39,484140432.0
Romania,Europe,Upper middle income,2010,19469.87,4.96,4.02,9.66,70.1,3.19,7.52,20.65,2.37,72.19,354213365.0
Romania,Europe,Upper middle income,2011,16279.49,2.81,4.54,6.27,73.6,5.12,7.64,43.27,2.44,67.77,1043313282.0
Romania,Europe,Upper middle income,2012,14633.62,1.67,7.35,6.51,69.9,5.79,4.35,39.96,7.56,62.99,451605470.0
Romania,Europe,Upper middle income,2013,27486.73,6.58,2.38,5.83,74.1,2.99,5.65,31.52,4.05,61.1,711297946.0
Romania,Europe,Upper middle income,2014,23984.71,5.07,6.78,7.04,75.9,3.33,5.5,9.33,5.81,95.53,360151820.0
Romania,Europe,Upper middle income,2015,15031.32,1.51,5.43,6.15,72.8,3.61,6.7,26.44,2.64,87.8,786481816.0
Romania,Europe,Upper middle income,2016,32808.52,6.49,7.87,8.66,75.1,4.22,6.55,44.24,3.09,89.78,315444038.0
Romania,Europe,Upper middle income,2017,22564.76,3.78,3.79,6.86,72.2,3.62,2.97,10.42,5.68,74.7,72917799.0
Romania,Europe,Upper middle income,2018,19997.05,2.88,5.19,7.19,71.5,2.55,5.54,17.03,7.15,84.25,611173496.0
Romania,Europe,Upper middle income,2019,33288.95,5.52,7.15,8.04,72.9,2.73,4.91,19.26,6.23,90.29,1287383115.0
Romania,Europe,Upper middle income,2020,7478.74,-2.34,6.16,12.79,75.9,4.03,4.76,28.31,6.5,91.09,1233107634.0
Romania,Europe,Upper middle income,2021,51374.53,7.17,6.76,10.09,75.3,2.96,6.77,19.23,5.59,88.36,21254812.0
Romania,Europe,Upper middle income,2022,23054.13,3.01,10.62,9.85,78.1,3.97,5.21,36.11,2.0,84.77,889062472.0
Romania,Europe,Upper middle income,2023,61178.37,7.34,5.94,9.33,74.3,3.51,4.56,20.55,6.06,71.7,557441210.0
Chile,Americas,High income,2000,13000.0,1.48,3.31,5.0,76.9,4.24,7.49,22.77,10.73,72.04,982572592.0
Chile,Americas,High income,2001,13694.68,5.34,4.55,6.42,73.9,4.67,7.07,34.48,10.68,85.08,323701033.0
Chile,Americas,High income,2002,13922.54,3.49,2.21,1.83,78.9,6.12,11.71,18.02,9.15,79.11,131257898.0
Chile,Americas,High income,2003,14895.06,4.64,1.21,4.93,78.7,4.99,8.24,39.96,10.74,67.41,1010733498.0
Chile,Americas,High income,2004,14290.28,2.39,2.5,5.58,80.2,5.79,9.17,38.69,10.05,76.22,767594031.0
Chile,Americas,High income,2005,13729.3,1.1,5.07,4.74,79.2,5.06,8.45,32.3,8.02,71.81,871820018.0
Chile,Americas,High income,2006,14993.3,2.41,2.78,6.65,79.7,3.74,8.62,20.28,10.16,100.0,386322413.0
Chile,Americas,High income,2007,12176.12,-0.93,4.04,3.77,80.8,5.33,10.66,16.88,9.75,88.43,1083264245.0
Chile,Americas,High income,2008,17259.87,3.61,5.1,7.09,79.8,5.88,8.94,29.04,10.52,97.37,102218901.0
Chile,Americas,High income,2009,8961.49,-4.05,4.29,5.74,80.0,4.81,10.66,32.4,9.89,97.7,85095469.0
Chile,Americas,High income,2010,17373.19,2.94,6.15,1.28,79.5,3.37,9.05,32.72,13.18,96.21,333948247.0
Chile,Americas,High income,2011,20181.29,4.08,3.38,7.3,81.7,4.26,10.5,25.86,13.44,92.95,134202923.0
Chile,Americas,High income,2012,17641.46,2.58,2.91,4.13,81.6,4.57,7.19,42.43,11.45,98.66,1135243343.0
Chile,Americas,High income,2013,25118.91,5.2,0.95,4.66,82.1,5.58,9.55,43.65,11.16,100.0,599965741.0
Chile,Americas,High income,2014,15954.03,1.47,4.66,1.0,79.1,6.48,8.63,32.08,7.31,100.0,72883375.0
Chile,Americas,High income,2015,24597.46,4.34,4.74,2.12,85.2,6.68,6.43,33.71,8.87,98.53,1188774689.0
Chile,Americas,High income,2016,13125.17,0.06,3.88,5.35,81.1,6.31,10.85,14.74,8.81,100.0,1062625262.0
Chile,Americas,High income,2017,16350.65,1.36,1.75,1.55,81.5,5.48,7.56,39.18,9.9,97.41,1122986552.0
Chile,Americas,High income,2018,23765.09,3.41,4.49,3.74,77.6,5.86,9.11,35.56,9.55,100.0,858939904.0
Chile,Americas,High income,2019,38050.51,5.82,1.12,3.11,84.3,4.79,7.72,32.31,10.62,100.0,1345217380.0
Chile,Americas,High income,2020,3335.42,-6.58,4.03,12.31,81.2,5.12,8.16,25.11,4.51,100.0,834795217.0
Chile,Americas,High income,2021,33955.3,4.68,2.63,3.57,81.4,4.45,10.18,51.38,8.61,99.58,859836662.0
Chile,Americas,High income,2022,24559.72,2.93,8.16,1.0,83.9,6.38,8.53,42.52,12.27,100.0,678946895.0
Chile,Americas,High income,2023,17847.4,1.39,2.38,3.9,82.7,6.47,7.91,28.53,12.0,100.0,859854028.0
Colombia,Americas,Upper middle income,2000,6200.0,-3.0,6.87,4.15,73.0,4.13,5.95,20.01,1.25,50.5,410323454.0
Colombia,Americas,Upper middle income,2001,6511.06,5.02,3.66,9.27,71.4,4.3,2.26,35.02,6.18,43.05,712848556.0
Colombia,Americas,Upper middle income,2002,6430.51,1.84,10.08,11.01,72.1,3.7,3.96,24.32,2.19,57.24,469999516.0
Colombia,Americas,Upper middle income,2003,7754.42,7.74,6.2,5.35,73.9,2.54,4.79,10.26,4.41,66.58,1388857844.0
Colombia,Americas,Upper middle income,2004,8068.93,6.81,7.35,7.39,75.6,4.42,6.96,31.07,1.32,74.05,1374427241.0
Colombia,Americas,Upper middle income,2005,7666.6,4.34,8.9,6.02,73.1,3.73,4.39,23.87,7.57,46.61,167390610.0
Colombia,Americas,Upper middle income,2006,8059.08,4.47,6.78,4.95,69.7,4.63,7.23,14.74,8.18,66.84,299885057.0
Colombia,Americas,Upper middle income,2007,8149.09,3.98,2.66,5.68,74.6,4.76,4.3,22.69,4.94,63.31,574767463.0
Colombia,Americas,Upper middle income,2008,8455.58,3.95,8.59,7.97,72.6,6.53,4.66,22.69,3.41,68.24,482630346.0
Colombia,Americas,Upper middle income,2009,8477.49,3.54,9.49,7.46,73.4,2.22,6.16,39.86,2.77,81.95,439774183.0
Colombia,Americas,Upper middle income,2010,7112.63,1.38,7.36,4.43,72.8,4.45,4.9,27.59,2.87,75.95,1097292333.0
Colombia,Americas,Upper middle income,2011,8106.15,2.47,6.91,4.54,73.4,4.35,7.19,25.02,5.85,62.18,453346857.0
Colombia,Americas,Upper middle income,2012,14238.58,7.17,3.51,9.72,73.5,4.42,4.26,34.23,5.81,64.86,752200487.0
Colombia,Americas,Upper middle income,2013,7135.6,1.09,7.19,5.9,72.9,4.4,7.28,23.0,7.36,60.09,70773263.0
Colombia,Americas,Upper middle income,2014,7440.06,1.31,6.67,6.08,76.2,4.77,4.26,23.73,3.9,61.81,1276500188.0
Colombia,Americas,Upper middle income,2015,8169.89,1.86,6.46,10.63,73.7,4.63,5.04,52.63,0.1,70.32,288278451.0
Colombia,Americas,Upper middle income,2016,10334.27,3.24,9.17,7.8,74.7,4.84,5.55,20.42,7.14,67.9,749968473.0
Colombia,Americas,Upper middle income,2017,13775.44,4.81,7.52,5.32,69.6,4.78,4.6,28.57,7.85,84.21,513650715.0
Colombia,Americas,Upper middle income,2018,12283.06,3.87,6.75,6.77,72.3,4.93,5.75,48.06,2.97,90.23,1380367736.0
Colombia,Americas,Upper middle income,2019,7106.96,0.72,2.82,7.8,74.8,4.61,3.48,19.65,6.33,78.4,860366808.0
Colombia,Americas,Upper middle income,2020,5799.66,-0.33,6.41,10.23,75.0,2.91,6.66,27.95,5.79,76.93,317250010.0
Colombia,Americas,Upper middle income,2021,24935.79,6.85,1.03,4.92,73.5,3.46,3.92,34.83,3.45,79.49,191804757.0
Colombia,Americas,Upper middle income,2022,44872.29,9.41,12.11,9.05,77.6,3.0,3.17,13.93,7.67,82.53,381281779.0
Colombia,Americas,Upper middle income,2023,7569.68,0.87,5.2,8.01,75.6,3.85,4.28,11.92,6.18,95.19,290315212.0
Peru,Americas,Upper middle income,2000,6100.0,1.86,5.23,8.11,76.1,4.61,5.71,30.31,2.85,56.16,931734007.0
Peru,Americas,Upper middle income,2001,6339.46,3.93,5.19,8.64,75.1,4.08,3.23,5.0,4.92,59.0,845898905.0
Peru,Americas,Upper middle income,2002,6250.53,1.23,9.43,7.09,71.8,2.8,5.67,30.44,2.81,56.6,209629947.0
Peru,Americas,Upper middle income,2003,6696.98,3.16,9.62,8.79,70.5,4.86,5.94,23.96,3.58,51.28,141693879.0
Peru,Americas,Upper middle income,2004,8308.88,8.03,7.89,8.87,73.3,2.88,4.94,34.7,2.48,67.37,956308704.0
Peru,Americas,Upper middle income,2005,9738.02,9.81,7.72,7.62,75.6,4.43,6.21,13.65,4.54,70.64,1090856310.0
Peru,Americas,Upper middle income,2006,7512.53,3.53,6.19,4.94,73.4,2.28,6.57,25.47,3.96,55.66,1122787589.0
Peru,Americas,Upper middle income,2007,7715.64,3.41,6.33,7.53,72.0,4.59,3.75,18.25,6.26,69.07,894359383.0
Peru,Americas,Upper middle income,2008,6523.52,0.84,4.18,5.87,76.8,6.02,7.75,23.07,1.44,43.57,1149035199.0
Peru,Americas,Upper middle income,2009,6360.03,0.46,12.39,4.93,72.7,4.54,5.71,22.45,3.7,70.81,189962345.0
Peru,Americas,Upper middle income,2010,9917.07,4.98,3.93,8.3,74.4,2.93,3.82,31.88,4.53,85.89,686421871.0
Peru,Americas,Upper middle income,2011,10712.75,5.25,9.55,7.62,75.1,3.1,4.46,37.72,3.84,86.37,949851706.0
Peru,Americas,Upper middle income,2012,7265.97,1.47,2.48,6.11,72.8,4.53,5.37,13.07,4.21,69.29,407265136.0
Peru,Americas,Upper middle income,2013,5760.18,-0.44,7.55,5.25,74.0,3.78,4.0,33.38,8.28,84.54,917207063.0
Peru,Americas,Upper middle income,2014,5302.45,-1.0,4.59,7.99,75.4,3.32,4.54,19.03,5.22,87.97,412440259.0
Peru,Americas,Upper middle income,2015,8297.64,2.07,7.56,8.68,75.9,3.08,4.09,39.59,5.22,62.8,1289995924.0
Peru,Americas,Upper middle income,2016,7519.04,1.32,6.92,5.57,78.0,5.54,5.91,38.61,5.13,86.65,211534546.0
Peru,Americas,Upper middle income,2017,21508.3,7.69,5.93,4.74,76.3,3.18,3.95,29.33,4.71,82.19,1116264006.0
Peru,Americas,Upper middle income,2018,5144.43,-0.94,5.01,6.39,74.1,4.62,7.98,26.24,4.57,79.41,784597971.0
Peru,Americas,Upper middle income,2019,13601.88,4.31,6.55,8.13,75.4,5.23,3.48,18.03,7.19,68.77,242132822.0
Peru,Americas,Upper middle income,2020,5455.86,-0.56,2.64,10.96,72.1,4.14,5.36,33.86,8.56,71.35,1252647282.0
Peru,Americas,Upper middle income,2021,29932.56,7.87,5.31,6.57,73.7,4.55,4.56,24.21,4.59,84.22,76646974.0
Peru,Americas,Upper middle income,2022,24226.93,6.47,10.92,8.84,74.7,3.34,3.38,28.59,2.92,100.0,1066464030.0
Peru,Americas,Upper middle income,2023,7212.26,0.73,10.3,8.54,75.1,4.37,7.04,16.2,2.65,93.56,526918160.0
Venezuela,Americas,Upper middle income,2000,3200.0,-2.15,4.04,6.77,75.2,4.67,5.46,21.0,3.83,69.06,51238726.0
Venezuela,Americas,Upper middle income,2001,3344.06,4.5,5.94,7.67,69.4,3.07,5.73,19.54,4.79,61.91,1333412762.0
Venezuela,Americas,Upper middle income,2002,3448.34,3.81,8.63,5.61,76.0,3.33,5.13,22.19,5.25,62.45,332289664.0
Venezuela,Americas,Upper middle income,2003,3713.36,5.08,5.57,2.95,69.3,4.72,2.54,32.49,5.25,57.8,1346023122.0
Venezuela,Americas,Upper middle income,2004,3916.66,5.18,0.56,7.33,70.3,4.32,3.45,16.45,4.45,50.48,522940334.0
Venezuela,Americas,Upper middle income,2005,3675.8,2.81,2.61,5.6,74.0,4.23,3.12,20.94,6.38,58.02,800509793.0
Venezuela,Americas,Upper middle income,2006,3412.37,1.08,5.7,3.54,72.1,4.03,3.72,20.43,2.18,64.77,468234303.0
Venezuela,Americas,Upper middle income,2007,5018.44,6.64,7.21,5.83,71.9,6.26,4.01,13.78,5.05,71.25,561278644.0
Venezuela,Americas,Upper middle income,2008,5835.08,7.8,8.23,4.94,72.2,5.77,6.36,31.4,5.71,60.39,1341708843.0
Venezuela,Americas,Upper middle income,2009,3658.38,1.5,12.0,4.89,74.5,5.99,5.98,17.46,5.48,82.2,684241344.0
Venezuela,Americas,Upper middle income,2010,3467.92,0.81,3.83,7.47,77.7,3.16,4.6,35.77,4.96,66.65,55041823.0
Venezuela,Americas,Upper middle income,2011,5715.25,5.41,8.91,10.76,74.7,4.6,5.2,34.69,0.11,71.46,858494698.0
Venezuela,Americas,Upper middle income,2012,5138.13,4.03,4.62,6.38,74.6,4.67,4.83,5.87,3.07,81.96,884971886.0
Venezuela,Americas,Upper middle income,2013,2197.07,-2.85,5.56,9.78,74.2,5.33,6.87,12.25,5.92,91.75,79732655.0
Venezuela,Americas,Upper middle income,2014,4626.32,2.67,4.36,8.91,71.7,3.11,3.34,10.1,5.29,87.62,862373530.0
Venezuela,Americas,Upper middle income,2015,5390.57,3.54,4.72,3.64,73.6,4.76,4.37,10.02,6.53,91.65,333050894.0
Venezuela,Americas,Upper middle income,2016,8126.27,6.0,6.01,5.88,76.4,4.53,3.85,25.49,2.3,85.86,1322853461.0
Venezuela,Americas,Upper middle income,2017,5597.95,3.34,5.97,6.61,72.9,4.03,4.61,16.29,5.32,84.14,1214732603.0
Venezuela,Americas,Upper middle income,2018,5384.82,2.93,5.75,6.7,75.7,3.63,4.41,44.69,6.88,74.39,1342630418.0
Venezuela,Americas,Upper middle income,2019,8735.0,5.43,8.0,7.8,70.2,5.09,5.09,28.53,6.08,100.0,5413436.0
Venezuela,Americas,Upper middle income,2020,2381.26,-1.47,4.5,8.0,72.2,3.12,4.74,26.03,4.46,61.44,888398698.0
Venezuela,Americas,Upper middle income,2021,34162.79,11.94,5.46,9.47,76.0,4.13,4.61,36.78,2.85,91.31,784950798.0
Venezuela,Americas,Upper middle income,2022,7642.89,4.04,10.77,6.69,76.7,4.1,4.22,19.33,6.62,81.46,272459732.0
Venezuela,Americas,Upper middle income,2023,13011.73,6.29,5.87,7.43,78.7,5.49,6.25,26.21,3.15,100.0,1207401348.0
Morocco,Africa,Lower middle income,2000,3300.0,6.05,5.37,10.28,66.0,3.52,4.6,17.25,0.43,43.96,318454159.0
Morocco,Africa,Lower middle income,2001,3466.62,5.05,5.48,9.19,63.0,2.54,2.77,20.94,0.1,24.64,422344164.0
Morocco,Africa,Lower middle income,2002,3803.09,7.35,6.65,11.78,68.1,3.78,2.68,26.41,0.1,26.66,814716875.0
Morocco,Africa,Lower middle income,2003,3597.47,2.92,3.89,10.54,66.6,3.05,3.89,13.69,0.1,30.74,31774330.0
Morocco,Africa,Lower middle income,2004,4203.38,6.24,5.51,8.11,66.9,1.98,3.81,11.31,5.03,23.26,157625725.0
Morocco,Africa,Lower middle income,2005,4177.55,4.83,8.17,10.09,68.8,3.78,1.81,33.73,0.1,25.32,87713656.0
Morocco,Africa,Lower middle income,2006,4418.42,4.98,7.71,14.7,67.8,2.08,3.15,21.65,1.23,21.71,786504730.0
Morocco,Africa,Lower middle income,2007,4420.4,4.26,8.64,13.82,62.0,1.83,2.33,30.42,3.28,43.6,587170410.0
Morocco,Africa,Lower middle income,2008,4759.74,4.68,6.26,9.87,66.0,4.2,3.02,20.78,3.59,38.21,782374681.0
Morocco,Africa,Lower middle income,2009,3690.34,1.25,5.68,10.23,72.2,3.48,3.03,38.13,1.94,45.59,1176550565.0
Morocco,Africa,Lower middle income,2010,5658.43,5.54,7.97,8.09,67.5,2.96,2.25,36.06,0.1,35.78,597949471.0
Morocco,Africa,Lower middle income,2011,8163.96,8.58,7.72,11.85,65.7,1.56,2.12,28.26,3.98,38.93,35016832.0
Morocco,Africa,Lower middle income,2012,7399.15,6.96,8.39,11.55,64.7,2.66,2.66,29.56,0.1,52.16,470841704.0
Morocco,Africa,Lower middle income,2013,10188.88,9.06,8.59,7.59,70.5,2.87,1.0,17.94,0.1,37.68,372412053.0
Morocco,Africa,Lower middle income,2014,6274.12,4.7,6.58,8.36,69.4,4.22,4.42,30.24,1.69,41.03,241846350.0
Morocco,Africa,Lower middle income,2015,4878.62,2.64,11.14,11.5,68.1,1.06,1.93,42.39,2.32,52.86,90999429.0
Morocco,Africa,Lower middle income,2016,4179.06,1.49,9.22,11.14,67.5,2.76,4.44,15.14,0.1,38.92,769210374.0
Morocco,Africa,Lower middle income,2017,8543.26,5.75,6.28,12.6,67.6,2.1,3.28,10.3,2.26,61.57,887486893.0
